User,rating,Tanggal,ulasan
Haikal Azril,5,setahun lalu,Ada wa mas yang bisa di hubungi
dian nugroho,5,6 tahun lalu,"Serasa di kampung, alam pegunungan yg sejuk"
Hadi Suyono,3,5 tahun lalu,Nyaman tp krg bagus
Mohammad Yasa,4,7 tahun lalu,Lumayan utk rekreasi keluarga..
Fendi bae,5,5 tahun lalu,Pilihan untuk berlibur bersama keluarga tercinta
Anis Cngtp,5,3 tahun lalu,Mantap sih jdi pngn kesitu lgi wkwk😍 …
Hery 24,5,5 tahun lalu,Enak buat yang suka pemandangan desa
Muhamad Rausin,5,7 tahun lalu,Tempat menginap jika ingin berlibur ke malang
AMANAH pro,5,setahun lalu,"Sipppp......

Nyaman....."
david87 jalan_jalan,1,8 tahun lalu,Lumayan Bagus tapi tempatnya agak kecil
Una Dieni,4,Diedit 6 tahun lalu,"Trainernya juga pegawainya ramah2, lokasinya juga asik"
Dylla Haris,5,6 tahun lalu,Tempat paling nyaman untuk mencari ketenangan
Samsuri Smp,4,2 tahun lalu,Trimakasih  taman yg ramah dan sejuk
Anugerah Wardhana,4,8 tahun lalu,Dingin dan  suasana pemandangan bagus
Nunung Indriastutik,3,4 tahun lalu,Kurang terawat kolam dan tanamannya
Evi Kurniawati,5,5 tahun lalu,Natural...plus....makanannya enak-enak..👍 …
rosepta dini,4,7 tahun lalu,Tempat yang menyenangkan...
heri cloyor,4,4 tahun lalu,Okee kok cocok melepas penat😀 …
Dwi Prayitno,5,3 tahun lalu,Waw indah banget😅 ingin ku kesana lagi
raden agus setiawan,3,7 tahun lalu,Suasana pedesaan yg sgt alami
Rinja Ayu Nurhidayah,4,7 tahun lalu,Keren. Sejuk. Indah
Badar FM,5,5 tahun lalu,Mantap maen dsini
Muhamad Yogi Ramlan Hamdani,5,6 tahun lalu,Kalo di foto ko bagus yakk wkwkwkw
Viira,5,Diedit 7 tahun lalu,"Tempatnya asik, makanannya recommended 👌 …"
esha wonk,5,setahun lalu,Enank. Banget dan luas
Bagus Prasetyo,4,7 tahun lalu,Tempat nya nyaman pas di kantong
Zaka Rachman,5,4 tahun lalu,"Bagus buat keluatga besar dan anak"""
Redian,4,5 tahun lalu,Tempatnya mantab
Wahyuningsih Cece,5,7 tahun lalu,Pengen kesini lg asyik lbh membumi
ririn juma'ati,5,setahun lalu,Bagus dan sangat ramah dikantong
nur mustakim,5,3 tahun lalu,Menunya wenak
Fajar agus Agus,5,5 tahun lalu,Saya pernah berkunjung dengan teman-teman dan guru2 saya
Warung Cak Tono,5,setahun lalu,Bisa untuk out bond
Agoeng Abimanyu,5,7 tahun lalu,Lumayan buat santai sama anak anak
amy cwek,5,8 tahun lalu,wah sensasi tempatnya bagus bgt....
Kharisma Putri,5,7 tahun lalu,"Sangat suka, tempatnya recommemded bget."
Melina Febrianto,5,7 tahun lalu,"Pemandian untuk anak-anak, tepatnya berada di pandanrejo"
Swatmawati Pramudji,2,7 tahun lalu,Kurang menarik ..perlu di kembangkan lagi
Afri Kim,5,Diedit setahun lalu,Rekomendasi untuk liburan ke pedesaan
sulastrinah 23,5,4 tahun lalu,Mantap
yogi aditya pratama,5,2 tahun lalu,"Makanan enak, View ciamik"
indra wijaya,4,7 tahun lalu,"Alami, bersih, landscape yang indah dan murah meriah"
DMS Room,5,6 tahun lalu,"Keren bgt, wajin coba neh bagi yg blm prnah ksini."
eff efendi,4,5 tahun lalu,Suasana adem dan tradisional kerasa bgt
Dawan A. LDA,4,4 tahun lalu,bagus keren...makanan enak
Maymun Abd Kareim,5,Diedit 4 tahun lalu,kecapean
Dedy Setiawan,5,4 tahun lalu,Membuat mata berbinar-binar..refresh
Susyana Hartiwi,1,6 tahun lalu,"Viewnya aja bagus, pelayanan 😕 …"
hubbyy hubby,4,7 tahun lalu,taman bermain dan edukasi utk si kecil
Doyan Ngalas,5,4 tahun lalu,"Tempat yang keren bagus asri ,.."
Atoen Alcinta,4,7 tahun lalu,Makanan nya lumayan enak
Nur Mim,4,3 tahun lalu,Rasa pedesaan
RANU PUTRA,5,5 tahun lalu,Cm 1 kata..Nuansa Ndeso bngt..i liked...👍👍👍 …
Abi walker,4,7 tahun lalu,Ayam bakarnya cocok
Kak Acun Channel,5,setahun lalu,Bagus keren tempatnyaaa
Yussy Prabu,5,5 tahun lalu,Krn wisata alam nya yg asri
Luluk Nur_ Azaira,5,4 tahun lalu,"Sekolah alam, tempat wisata edukatif."
Windi Hartoyo,5,Diedit 5 tahun lalu,Tempat sangat nyaman buat keluarga
Himawan Alfan,2,7 tahun lalu,Suasana asri..namun fasilitas masih minim
Yudi Anto,4,Diedit setahun lalu,Lumayan
agung rahmat,5,4 tahun lalu,"Pemandangannya jooss, tempatnya asik"
agustine sieman,2,6 tahun lalu,tempatnya nggak begitu menarik
supri Janto,4,4 tahun lalu,Tempatnya enak asri nuansa pedesaan
tri wati,5,6 tahun lalu,Tempat menginap dengan view sawah & alam
Yuswa Ningsih,1,8 tahun lalu,Bagus asri nyaman dan dingin
Yudiraos Batu,4,7 tahun lalu,"Murah meriah,pelayanan kurang memuaskan"
dandi aditya,3,8 tahun lalu,tempatnya menyenangkan... harum 👌 …
W 1 ND,5,6 tahun lalu,Tempat refreshing di akhir pekan yg recommended
Marcel MKP,4,6 tahun lalu,"View Bagus, penginapan syariah, harga midle"
Lina Fauziyah,4,4 tahun lalu,Tempatnya lumayan luas.
Welly_ Backpakernesia,5,6 tahun lalu,Luar biasa.. view sangaaaat luar biasa
Sonya Asmara,4,6 tahun lalu,Makanan di restoran kurang bervariasi
TEGUH BUDIONO,3,6 tahun lalu,Jalur dalam lokasi tdk nyaman
Aji Prastama,5,3 tahun lalu,Syahduuu
Dyah Kusuma,4,6 tahun lalu,Yg mau berenang merapat.....
Ali Ibrahim,5,4 tahun lalu,Sangat bagus buat anak muda
riko the series,5,7 tahun lalu,Aku suka banget sama taman dolan
Rachmad Machmud,3,8 tahun lalu,Lumayan bagus untuk anak2
Arif Farchan,5,7 tahun lalu,Cocok buat keluarga
Hari Santoso,5,6 tahun lalu,Tempat asik buat liburan murah meriah
Dila H.,5,7 tahun lalu,"tempat nyaman , makanan enak"
Asril Hidayat,3,8 tahun lalu,Mudah di jangkau pinggir jalan raya
Andi Arianto,5,5 tahun lalu,Sip murah meria ada resto ya juga
Nuriati Itak,3,3 tahun lalu,Lumayan dgn suasana desanya
Iqbal Naufal,4,6 tahun lalu,nyaman dan cocok untuk anak muda
Andi Suparno,5,3 tahun lalu,Tempat buat liburan yg mantap
M. Rizky Raharja Putra,5,8 tahun lalu,Cocok buat berlibur 😁 …
Aryadanish Wahyudi,5,7 tahun lalu,Nyaman.adem.aman buat anak2
rendy frmn,5,5 tahun lalu,Tempat yang cocok buat hunting foto
Kholid Ibrahim,5,7 tahun lalu,Recomended untuk acara gathering
Stavin Nico,5,setahun lalu,Cari tau posisinya ada di mna
Farchie TV,3,5 tahun lalu,Lumayan
Nanang Alfianto,5,5 tahun lalu,Bole di coba kyk.y bagus untuk keluarga..
Magdalena Wisye,2,6 tahun lalu,Enak sich cman bnyak nyamuk
Lendra Darjid,3,8 tahun lalu,Lumayan buat liburan tipis2
Pakde Sarimbol,5,6 tahun lalu,"Tempatnya alami,  pinggir sawah dan kali"
Slamet Iswahyudi (Yudi),5,6 tahun lalu,Tempat alami cocok untuk keluarga
Sasi silowati,5,5 tahun lalu,Nyaman dn sejuk
Reza Fahlevy,3,8 tahun lalu,tempat wisata yang cukup mengibur
wiwin prasetyo,5,7 tahun lalu,air kolamnya dingiiin
Piter PCS,5,4 tahun lalu,"Duingiiiiin banget & asri , nuansa desa 👍👍👍 …"
afe el,4,7 tahun lalu,Tempatnya gak kotor
Yerry Septian Julianto,5,4 tahun lalu,Good cocok buat liburan kluarga
Deki Masinambouw,4,4 tahun lalu,Lokasi strategis dekat jalan raya
Abdilah Afianto,5,5 tahun lalu,Tempat liburan untuk keluarga. Mantap
Oppo Ajah,5,7 tahun lalu,"asri dn asri tempatx, nyaman bwt kel"
Amri Lestariyo,2,6 tahun lalu,Cocok untuk anak2
iir retceh,5,5 tahun lalu,"Oke, rekomendasi tempat outbound"
rujian khairi17,5,8 tahun lalu,Tempat super camp Griya Tilawah 2017
andri iqbal,1,6 tahun lalu,Makanan nya terlalu mahal
krishadi Prasetyo,5,5 tahun lalu,Nyaman
Susi Ratna,4,7 tahun lalu,Tempat asik dan unik
risky aulia,5,7 tahun lalu,Bagus
Wahyu Abdulloh,5,5 tahun lalu,Tempate indah murah meriah lg...
Agus sr slamet riadi,4,4 tahun lalu,"Hawanya Sejuk,Kota Batu Memang Kota Impian👍👍👍👍👍 …"
Cayo Keropi,3,7 tahun lalu,Kolam renang ya kurang luAs
Abu dzar Alghifary,5,setahun lalu,Suasana yang nyaman dan bahagia
RONIE BACHELOR CHANNEL,5,8 tahun lalu,Seruuuuu
Bagus Illham Lucyantoro,1,5 tahun lalu,Sekali saja cukup
she Tan,1,5 tahun lalu,Tidak sesuai dgn ekspetasi saya...
Yuda Widyantoro,4,4 tahun lalu,"Mantab, wenak n sejuk"
Arif Lukman Hakim,5,5 tahun lalu,Tempatnya sejuk dan nuansa pedesaan
Keyla Kev,5,setahun lalu,Sangat seru dan menyenangkan
Aunillah Ahmad,5,7 tahun lalu,Keren. Bagus. Indahnya pemandangan. Murmer
Mieta Agoesteen,5,4 tahun lalu,"Luas,nyaman,unik.."
Amrullah Fauzi,2,8 tahun lalu,Kurang memuaskan tempatnya
Dika Es mie jelly motif,5,7 tahun lalu,Makanannya lumayan
Adang Kosasih,5,6 tahun lalu,Tempat nya bagus untuk nyantai
أحمد الأندونيسي,2,2 tahun lalu,Wi Fi sering error.
Luscy Tandyono,1,5 tahun lalu,Cukup sekali aja
Vacqian Respati,5,5 tahun lalu,"Bagus, nyaman, pengalaman buruk dan indah"
erlangga fahran,4,5 tahun lalu,Kurang indah dikit viewnya
Redibintarto,5,7 tahun lalu,Nyaman didalamnya..
Butuh Uang,1,setahun lalu,pelayanan kecewa
Saya Nolep,4,6 tahun lalu,Penyajian pada makanan agak lama
Strike Mancing,5,7 tahun lalu,Buat main. Nongkrong bareng temen
intan handini,5,6 tahun lalu,enak murah tempat bagus
mas JOE Takgentar,4,6 tahun lalu,"Tempat strategis,edukatif dan murah"
Nafa Zahra,4,6 tahun lalu,Bagus dg suasana pedesaan
andiko channel,4,6 tahun lalu,Tempat yang bagus dan ada jugak otboun
INDAH OKTARIESATA,5,6 tahun lalu,Seru untuk outbond dan edukasi anak2
Muchamad Arif,4,7 tahun lalu,Lahan parkir sudah d tambah
Bunda Diana,4,6 tahun lalu,Tempatnya santai buat kumpul2
Siti alfiah,5,3 tahun lalu,bgus tempatx meskipun gk jd masuk
suwarna nadhira,5,3 tahun lalu,Murah meriah...asyikkk...
Winda jaya,1,7 tahun lalu,Kurang baik dan mengecewakan pollll
Jeffry Setiawan,4,7 tahun lalu,Masih baru fasilitas belum lemgkap
elhamsters,5,4 tahun lalu,Keren bgt
Yudi Ptk,3,8 tahun lalu,Cukup terjangko tiketnya
Bari Andika,4,5 tahun lalu,Hanya kolam renang saja
Bri Pandegiling,4,6 tahun lalu,"Suasana tenang,,,,"
dwi agus pateto,4,6 tahun lalu,Bagus & perlu di kembangkan lagi
Ruriyanto,4,Diedit 6 tahun lalu,Alternative liburan keluarga yang bagus
aprila lucyana dewi,5,5 tahun lalu,Nyaman santai tempatnya
Bagoes Sarjoedo,3,7 tahun lalu,Bisa utk rekreasi keluarga
PUTRI KURNIA WIDIATI,3,4 tahun lalu,Ada kolam berenang
Marchel Refly Warbung,5,6 tahun lalu,Penginapan keluarga yang bagus
Khusnul Arifin,5,6 tahun lalu,Pelayanan ramah satpamnya sopan
Yahya Abdillah,5,7 tahun lalu,Adem tmptnya
Afif Subhan,4,5 tahun lalu,Cocok untuk bersantai dengan keluarga
ana uswatin,5,3 tahun lalu,suasana malam dipenginapan indah
dendy setiawan,5,7 tahun lalu,Disini kolam renangnya adem
Riono Hafidz,5,4 tahun lalu,Nyaman untuk anak2...
Ade Ardian,5,6 tahun lalu,Tempatnya uassikkk...👍😁 …
Risky Dwi,5,5 tahun lalu,Bagus tempat nya
Nurlaelatul Fadilah,4,7 tahun lalu,Biaya masuk murah
Milla Wardhani Wardhani,4,6 tahun lalu,Bagus untuk berlibur dengan family
Wahyudi Agung Pribadi,4,7 tahun lalu,Biasa aja
CV ADIKARSA PRIMATAMA,4,2 tahun lalu,Lumayan nyaman
J3nny,5,7 tahun lalu,Bagus viewnya
Agus.ayahzaki@gmail.com Ayahbunda2011,5,8 tahun lalu,Dekat rmh
Adi Sugiarto,5,6 tahun lalu,Enak gila
Cipuk Endiah,1,7 tahun lalu,Fasilitasnya kurang baik
dian arisfian,5,7 tahun lalu,Bagua bgt
Astrid Wira Yudha,4,6 tahun lalu,Keren dg tema dkt dgn alam
A D,5,7 tahun lalu,Indah cocok untuk anak2
Mardiansyah Nurul Hidayat,5,setahun lalu,Ramai dan asik
Rizha Aflia Zulfa,4,6 tahun lalu,Cocok untuk liburan keluarga
Harun Pebruadi,2,6 tahun lalu,Kebersihan tempat perlu dibenahi
Nadhiera Alzahra,5,2 tahun lalu,bagussss bangetttt 😍😍
Trias Werdiningrum,5,7 bulan lalu,Mantap......👍👍👍 …
Aslam C.P. Siregar,4,7 tahun lalu,Suasananya sejuk banget
Yudi Abra,1,6 tahun lalu,Tempatnya sejuk dan bagus
Agus Winarto,5,5 tahun lalu,"Mantap,. Pelayanan ramah,.,"
Fery Nurdi,4,7 tahun lalu,Sederhana tp menyenangkan
Sachio Mikaylla,5,2 tahun lalu,Sangat bagus
Kang Muse,5,Diedit 5 tahun lalu,Sejuk dan nyaman
dewa dewi,3,7 tahun lalu,Masih perlu peningkatan kenyamanan
putu andika,5,5 tahun lalu,suasana nya enak.sekali
Ninis Choirun Nisa,2,8 tahun lalu,Tidak terlihat dari jalan utama
Cahyo Ardiyanto,5,6 tahun lalu,Kalau malam bagus
Rizki Pro,2,7 tahun lalu,Pelayanan yang kurang memuaskan
AINUR RIDWAN,5,8 tahun lalu,Tempat asri..suasana pedesaan..
astu rahayu,5,Diedit 7 tahun lalu,"Bagus,,cocok untuk refreshing klrga"
faadiyatus syifaa',5,5 tahun lalu,Makanannya enak 👍 …
Bulie Alfira,4,7 tahun lalu,Anak saya suka
yuyun lutfar,4,7 tahun lalu,Lumayan buat anak-anak
Muhammad Ridha,2,7 tahun lalu,Area bermain nya kecil
Arbyan Wira Brahmantyono Pambudi,1,7 tahun lalu,"Pelayanan jelek,judes,tidak sopan,tidak profesional"
Yekti Indah,5,setahun lalu,Pemandangan bagus
erfans ashadi,4,6 tahun lalu,Lumayan buat berlibur
Tanti Wahyuni,5,5 tahun lalu,Bagus tempatnya
Iwan Arga Wijaya,5,6 tahun lalu,Tempat awal di singgahi di kota batu
ahmat Damanhuri,5,5 tahun lalu,Cocok untuk rombongan besar
kembar fidza hafshah,5,6 tahun lalu,bagus pokoknya top👍 …
andri pras,5,8 tahun lalu,"Lucu, bebas, menyenangkan."
Chika Bianca,5,6 tahun lalu,Bagus tempatnya
agus choirul,4,6 tahun lalu,Taman bermain murah meriah ....
Dessy Ratnasari,2,5 tahun lalu,Tempatny terlalu sempit
nathan galang,4,7 tahun lalu,Bagus tempatnya
Abdoel Moedjib,3,6 tahun lalu,Kebersihan perlu ditingkatkan
Rannu Tumonglo,5,7 tahun lalu,Perpisahan dengan anak anak kelas 9
jayon 91,5,7 tahun lalu,"Enak, nyaman. good"
Quroquro,4,2 tahun lalu,Lumayan lah
Joni hartono Hartono,3,3 tahun lalu,Sangat nyaman
Maikal Azhar,5,5 tahun lalu,Konsepnya keren
bejo shc,3,5 tahun lalu,Hrs lebih pengelolaannya
Imam Praban,5,7 tahun lalu,Bagus buat refrsh
Masayu Nilawatisani,4,6 tahun lalu,Kuliner dan kolam renang murmer
ALZHA ADILA,5,6 tahun lalu,Sarapannya mantab
Ragil putri,5,6 tahun lalu,Edukasi wisata kolam renang
arifiandi _,3,4 tahun lalu,B ajah
Habib Setyawan,3,7 tahun lalu,Mantab harganya murah
randi steven,4,8 tahun lalu,Tempatnya menarik dan asri
Erwin Ichwana,5,4 tahun lalu,Sejuk nyaman dan tentram
Handoko Dwi santoso,5,6 tahun lalu,👍🏻 …
slamet dwi,3,8 tahun lalu,Fresh tempatnya..
Iwan Nuris Vlog,4,8 tahun lalu,Keren. Sederhana tapi istimewa
Apriza 100m,5,4 tahun lalu,tempat nya mantap puuooll
yoyok sugiarto,5,3 tahun lalu,Tempatnya asri seperti di pedesaan
Bagoes Soegab,3,7 tahun lalu,Bisa sebagai rwferensi anak anak
Irfan Darpin,5,8 tahun lalu,"Ngopi"""
Bajol Mudolson,4,8 tahun lalu,Keren maklum masih awal
lea indy,3,4 tahun lalu,B aja
Putri Ilhak,4,3 tahun lalu,👍👍
Junaedi Eka,1,7 tahun lalu,blm tau
Dwi Novita,4,5 tahun lalu,Seruuu maen air disini...
Dian,4,7 tahun lalu,Lumayan buat jalan jalan
Kuncoro Adityawan,3,7 tahun lalu,Waktunya renovasi
Bos Rojai,5,5 tahun lalu,Tempat nyantai dengan keluarga
Yusuf Sulistyo M,5,5 tahun lalu,Oke sip
Henindiar novrianti,5,6 tahun lalu,Tema outboundnya bagus
anita nursantiasih,4,3 tahun lalu,"Tempat adem, tenang, asri"
Ari Tulus,4,7 tahun lalu,Wahananya masih kurang
adik herbie,5,5 tahun lalu,Orangnya ramah
Tarjono Jono,5,4 tahun lalu,Alami nyaman murah ...
Dava L0ser,3,7 tahun lalu,Suasananya enak
Sahrul Munir,5,2 tahun lalu,Bisa juga untuk outbond
Nia talent psychologist 123,5,6 tahun lalu,Bener2 recomended
Foswan 74,5,6 tahun lalu,sangat khas ethnis banget
Bagus Novianto,5,Diedit 7 tahun lalu,👍 …
Indah Sri lestari,3,7 tahun lalu,"Bagus,  tapi kurang luas"
Em Ynus27,5,7 tahun lalu,Tempatnya bagus...
Vivin Tri Agustanti,5,7 tahun lalu,Tempat outbound dolanan tradisional
dhikri pornomo,4,6 tahun lalu,Nuansa perdesaan sangat kental
Yekti Asmoro Kanthi,5,7 tahun lalu,Buat dolan emang sip
arsya arvin,1,Diedit 5 tahun lalu,Tak seperti yg lain
Runiaz Gaming,5,7 tahun lalu,Deket rumah temen
Budi Sasmitro,4,6 tahun lalu,Menyatu Dengan alam
Trianova Hidayati,5,7 tahun lalu,Seru...asik...nyaman...recom
dedi priansyah,5,6 tahun lalu,Bagusss bangeddd
Triadi Jatmiko,3,7 tahun lalu,Murah meriah
Nur magfirah,5,5 tahun lalu,Tempatnya bagus sekali
Agus Puji,3,4 tahun lalu,Lumayan buat sikecil
PUR wanto,3,Diedit 6 tahun lalu,Murah meriah
Mr.silent rascal,5,7 tahun lalu,👍👍👍 …
Erfian Ramadhan,5,6 tahun lalu,Biasa ae se
Iwan yudi,4,7 tahun lalu,Suasana pedesaan yang asri
Salika Najiyya,5,6 tahun lalu,Selalu ramai pengunjung.
Virgo Flash,5,6 tahun lalu,Mantap sekali
rico Hendraa,5,7 tahun lalu,Sangat baguss
Muhammad Nurkhidzir,4,3 tahun lalu,Destinasi liburan unik
Suharjo Harjo,5,3 tahun lalu,Banyak wahana
Novita Musdolifah,5,3 tahun lalu,Tempatnya ok
Puspa Denny,3,7 tahun lalu,Tempatnya nyaman
segianto 39,3,7 tahun lalu,Indah..asri...sejuk...😄😄😄 …
Chusnul Cotimah,5,8 tahun lalu,😊😊😊 …
Daniel Sugama Stephanus,5,5 tahun lalu,Asyik...
UD DORANG,1,7 tahun lalu,Perlu pembenahan
Yoni,5,Diedit 6 tahun lalu,"Nginep, Makan, Main.."
delima oktaviani,5,6 tahun lalu,recomended kak❤️
Agustina Ekowati,5,Diedit 6 tahun lalu,Menanti kesempatan kedua
Shoni Achmad,4,Diedit 5 tahun lalu,Taman wisata kolam renang
akuoke,4,6 tahun lalu,lumayan tenang
Munawirul Qulub,3,6 tahun lalu,Taman bermain dan berenang
Jrenk Hendy,5,5 tahun lalu,🖒🖒🖒 …
Rip Rip,5,5 tahun lalu,belajar jadi guide
vulkan abriyanto,5,6 tahun lalu,Kembali bermain tradisional di sini
Zakia Kamila,5,7 tahun lalu,Bagus..
Rafie Candra,4,6 tahun lalu,Tempatnya bikin relax
ony redys rahma,5,7 tahun lalu,👍👍👍👍 …
zainul nichlany,5,4 tahun lalu,Mantab sekali
siti rahmawati,5,2 tahun lalu,Keren
Aril Lanang,4,5 tahun lalu,"Dingin , Sejuk dan Alami"
joko siswanto,4,7 tahun lalu,Tempat masih baru
Ngadi Tamen,5,6 tahun lalu,Sangat menghibur
Rony Cahyono,5,5 tahun lalu,Mantap buat keluarga
ayah bunda,4,3 tahun lalu,👍👍👍👍
Mahfud Efendi,5,6 tahun lalu,nuansa pedesaan banget
Iqbal Ali Wafa,5,6 tahun lalu,"Mainan zaman dahulu,...."
Mawaddah Madha_Adha,5,7 tahun lalu,Tempatnya bagus
Nanang Nurcahyo,4,5 tahun lalu,Cukup bagus
ilham hari wibawa,3,7 tahun lalu,Tempatnya bagus
Jhum Channel (poo),5,6 tahun lalu,dingin banget
Muhammad Kaisi,5,2 tahun lalu,Seruuu
Qadafi Rahman,5,6 tahun lalu,Keren abis...😆😆😆 …
Reky Irawan,5,2 tahun lalu,Mntap
Retno Sugiarti,5,4 tahun lalu,Fasilitas 👍🏻👍🏻👍🏻 highly recommend 👍🏻👍🏻 …
Dmic Yahya,5,6 tahun lalu,Bagus!!!adem.
Azid Zizou,3,6 tahun lalu,Lumayan lah
Aurora Hafiz Channel,4,2 tahun lalu,Mantab
Marifanto Ramadhan,5,7 tahun lalu,Kagak.masuk
pauline liando,5,8 tahun lalu,👍👍👍👍👍 …
shinta gustine,5,5 tahun lalu,"Bagus, edukatif"
Joko borjonk's,5,7 tahun lalu,Nyaman untuk keluarga
Sadika Dika,5,7 tahun lalu,Buat anak anak
Evander Hansen,5,5 tahun lalu,anak senang renang
roemah cetak Adv,2,6 tahun lalu,Tempat kotor
ardelia belva,4,8 tahun lalu,Lumayan alami
Ahmad Rifai,5,6 tahun lalu,Kenangan
Anrif Slem,3,5 tahun lalu,Bagus untuk hunting
Siti Rofiah,1,6 tahun lalu,Kurang cocok
Abdoel Moedjib,5,6 tahun lalu,Simple dan murah
Ambarrika Romanti,5,7 tahun lalu,Tempat bermain tradisional
Hendarto Darto,5,3 tahun lalu,Tempat yg asri
ayu kartika,5,4 tahun lalu,Rekreasi keluarga
hanafi jaya putra,5,5 tahun lalu,Anak anak pasti senang
Bambang Sulistyo,5,Diedit 4 tahun lalu,"makin ramai,"
Retno Go,4,7 tahun lalu,Makanan enak
Arivian Fahri,5,6 tahun lalu,Mantap kali
msm- Acc,3,7 tahun lalu,Biasa banget
mahmudah mahmud,1,7 tahun lalu,kurang menarik
#KeluargaPath2Along,4,7 tahun lalu,Dingin dan dingin
Moch Khafidz,2,5 tahun lalu,Kurang menarik
zeus nithar,4,6 tahun lalu,Cocok untuk anak anak
Adel gpa blok ig 4 Malang,4,7 tahun lalu,Renang yukkkkkkkk
Lulut Prastyo,3,5 tahun lalu,Konsep pedesaan
Puput Handayani,5,6 tahun lalu,Tempatnya asik...
Aji Gigih,5,7 tahun lalu,murah meruah
Firmansyah Sultanu,4,7 tahun lalu,Tempat edukasi anak
Tono Aja,5,3 tahun lalu,recommend sekali
PRANATA Suropati Official,5,3 tahun lalu,Bagus
Ari Susanti,3,6 tahun lalu,Tempat Outbound n Gatering
Muhammad Saifuddin,3,4 tahun lalu,Mantap
Mohammad Sekar Jumad,5,3 tahun lalu,Suasana malam taman dolan
ummu farhah,3,7 tahun lalu,biasa saja
Yusnita Nita,5,Diedit 7 tahun lalu,Oke aja...
Talita Sakhi,4,4 tahun lalu,Bagus
Machwik MZM,3,6 tahun lalu,"Nyaman, representatif"
kiki agustin,3,3 tahun lalu,istimewa
Hastin Iflahah,4,4 tahun lalu,Lumayan
peppy soeprijono,5,7 tahun lalu,Mengasikkan twmpatnya
Farizal Anwar,5,3 tahun lalu,Mantap
Herwin Praktista,5,4 tahun lalu,Asiik
Dede Sulaiman,5,4 tahun lalu,Mantab
Yefta Kusuma,5,4 tahun lalu,Istimewa
oskar black,5,7 tahun lalu,Keren dan murah
zai an,3,6 tahun lalu,Lumayan
Denisa,5,3 tahun lalu,"Hiburan
Refreshing
Rekreasi"
ikrm jjang,4,7 tahun lalu,Asik
Wariyono Wawa,1,7 tahun lalu,Lumayan
Amaa Rasyaa,3,5 tahun lalu,Lumayan
dodi maulydia,4,6 tahun lalu,Lumayan
FRANCISCA RIAMA,5,7 tahun lalu,Bgs
septyan rahmad,3,7 tahun lalu,Jernih
Qomari Qomariyah,5,5 tahun lalu,Nyaman
hadi ismanto,5,5 tahun lalu,Bagus
Wayan Mahmudy,4,5 tahun lalu,Bagus
TRVLF,3,5 tahun lalu,Lumayan
erry suparwan,5,7 tahun lalu,Bagus
Putut Irmawanto,3,6 tahun lalu,Lumayan
Setyowati Setyowati,4,7 tahun lalu,Sejuk
Ellis Eyiz,4,5 tahun lalu,Ramah
Achmad Syahrifudin,5,5 tahun lalu,Seru
Kahfi Kay,5,6 tahun lalu,Bagus
Galih Riwayati,5,5 tahun lalu,Bagus
syafa'at haru prahara,3,6 tahun lalu,Lumayab
Tukang Review,5,4 tahun lalu,Seger
Nurul Hidayati Zakia,4,5 tahun lalu,Lumayan
Pabrik Souvenir CV. Nabata Souvenir,4,7 tahun lalu,Dingin
Ario Setyo Anggoro,5,7 tahun lalu,Enak
Mo mo,4,7 tahun lalu,Sejuk
Diana Herinawati,4,Diedit 6 tahun lalu,Bagus
Muzaki Arf,5,Diedit 6 tahun lalu,Bagus
Raden Mas Garangan,5,6 tahun lalu,Asri
anis ma'rifah,5,3 tahun lalu,Seru banget disini..
Arif Dwiyono,5,Diedit 6 tahun lalu,Asri
Anny Herawati,5,6 tahun lalu,Asik
Ardina Inak,5,7 tahun lalu,Bagus
Gendhis Wijaya,3,7 tahun lalu,Pemandangannya indah
mm mbr,3,7 tahun lalu,Adem
Zulfi Andriani,3,6 tahun lalu,Siap
hendro suminto (Hends),5,5 tahun lalu,Keren
Alfino Firdaus,2,Diedit 6 tahun lalu,Oks
Rizky Subagia,5,7 tahun lalu,Bagus
Fani Fariedah,2,8 tahun lalu,Jorok
muhammad aris sandi,5,Diedit 6 tahun lalu,Bagus
enjoy yourfood enaak,5,7 tahun lalu,Tes
andriyani hyunjin,3,7 tahun lalu,Lumayan
RYAN SIREGAR,3,7 tahun lalu,nyaman
radja silver,3,9 tahun lalu,lumayan
Achmad Dedy Suparno,4,Diedit 6 tahun lalu,Tentram
Ibi Mustofa,5,6 tahun lalu,bagus
Budi Ad,5,7 tahun lalu,Ramai
Febri Satria,5,5 tahun lalu,Pemandangannya indah
elco kurniawan,2,7 tahun lalu,Kumuh
Saddam Husein,4,6 tahun lalu,Lumayan
Yahya Yumirat,4,7 tahun lalu,Sepi
marsono 18,4,7 tahun lalu,Bagus
Feri Pranowo,5,6 tahun lalu,Lumayan
Alex Mboizz,5,6 tahun lalu,oke
Nila Krisnawati,3,7 tahun lalu,Asik sejuk
Dulur Kamisama,4,7 tahun lalu,Keren
Begenggek Man,5,6 tahun lalu,Apik
Joestamadji,4,7 tahun lalu,Alami
Zein Ahmad,4,7 tahun lalu,Asri
Danang Sugeng Riyadi,5,6 tahun lalu,Sejuk
suaibah sunyoto,4,6 tahun lalu,Lumayan
muhammad ghofur chalim,5,7 tahun lalu,Bagus
yan com sablon,5,6 tahun lalu,Mantab dan menghibur
Cartoon For Everyone,5,7 tahun lalu,Bagus
Ricky Chandra,5,5 tahun lalu,Ramah lingkungan
